topico,pais,seed,volume,prompts,eh_categoria,familia,estagio,categoria,marcas,marcas_nucleo,eh_branded,trend,int_informational,int_commercial,int_transactional,int_navigational,int_task
Pizza Ovens,br,air_fryers,1769,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,84;100;100;99;84;88;89;83;89;89;86;86,0.49,0.37,0.07,0.06,0.01
Almôndegas na airfryer,br,air_fryers,6938,26,1,produto e categoria,exploracao de categoria,air fryer,,,0,43;55;58;65;74;76;76;90;100;100;100;100,0.72,0.1,0.08,0.02,0.08
Heat Guns,br,air_fryers,109,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,45;50;51;47;55;64;72;100;75;47;46;48,0.5,0.32,0.06,0.02,0.1
Home Tech,br,air_fryers,608,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,36;54;54;30;61;61;55;100;35;37;37;36,0.6,0.21,0.09,0.08,0.02
Kamado Grills,br,air_fryers,73,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,52;70;80;74;74;76;100;66;67;67;67;67,0.32,0.32,0.11,0.18,0.07
Bistecas na Air Fryer,br,air_fryers,6095,24,1,produto e categoria,exploracao de categoria,air fryer,,,0,42;46;47;25;69;70;70;100;92;92;92;91,0.62,0.1,0.08,0.05,0.15
Batatas Recheadas na Airfryer,br,air_fryers,1416,15,1,produto e categoria,exploracao de categoria,air fryer,,,0,70;98;100;97;80;86;87;89;91;94;93;92,0.8,0.05,0.07,0.05,0.03
Char-Broil & Grill Accessories,br,air_fryers,9611,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,43;51;50;89;91;93;93;92;100;100;100;99,0.38,0.21,0.2,0.16,0.05
Fraldinha e maminha na airfryer,br,air_fryers,13730,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,50;55;57;26;26;26;26;28;100;100;100;100,0.65,0.05,0.13,0.05,0.12
Fritadeiras Air Fryer 4L Britânia,br,air_fryers,364,18,1,produto e categoria,exploracao de categoria,air fryer,britania,,1,78;90;95;90;71;77;70;82;76;100;96;92,0.35,0.26,0.12,0.24,0.03
Tomadas e Adaptadores para Air Fryer,br,air_fryers,3161,30,1,produto e categoria,exploracao de categoria,air fryer,,,0,20;24;27;42;86;86;86;88;89;100;88;88,0.56,0.18,0.2,0.02,0.04
fritadeiras Skymsen,br,air_fryers,179,15,1,produto e categoria,descoberta,air fryer,,,0,24;38;39;50;56;50;39;100;97;31;30;31,0.42,0.15,0.16,0.27,0
Fornos Elétricos Arno e Air Fryer,br,air_fryers,994,17,1,produto e categoria,exploracao de categoria,coccao,arno,,1,48;65;76;61;40;47;61;74;69;40;95;100,0.67,0.12,0.08,0.05,0.08
Forno Elétrico Mueller e Air Fryer,br,air_fryers,989,21,1,produto e categoria,exploracao de categoria,coccao,mueller,,1,80;94;100;52;46;49;49;72;55;56;56;56,0.58,0.23,0.1,0.07,0.02
Fritadeiras no Mercado Livre,br,air_fryers,474,15,1,marca e loja,descoberta,air fryer,,,0,47;74;87;68;53;54;54;100;65;70;49;50,0.2,0.08,0.19,0.5,0.03
Midea Airvolution Appliances,br,air_fryers,1374,17,0,produto e categoria,exploracao de categoria,sem categoria,midea,midea,1,14;17;19;17;18;19;26;56;36;97;76;100,0.61,0.1,0.17,0.1,0.02
Barbecue Smokers,br,air_fryers,7258,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;40;40;70;95;96;96;100;67;67;68;67,0.49,0.29,0.08,0.05,0.09
Kitchenware & Cookware Stores,br,air_fryers,2056,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,47;55;55;55;95;96;95;100;97;100;100;100,0.44,0.32,0.08,0.14,0.02
Fritadeiras Philco,br,air_fryers,29807,70,1,produto e categoria,exploracao de categoria,air fryer,philco,,1,96;98;100;44;53;53;53;62;73;73;73;73,0.57,0.16,0.17,0.1,0
Waffle Dash Makers,br,air_fryers,270,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,71;94;85;74;84;83;80;65;67;86;100;79,0.5,0.18,0.1,0.18,0.04
Fritadeiras Elétricas Duplas,br,air_fryers,548,16,1,produto e categoria,escolha,air fryer,,,0,22;68;83;61;61;63;40;63;52;100;89;99,0.39,0.27,0.23,0.04,0.07
Instant Pot Essentials,br,air_fryers,1806,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,90;100;98;63;72;75;76;84;95;95;95;95,0.52,0.15,0.14,0.14,0.05
Hot Containers,br,air_fryers,5326,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;60;59;59;55;56;58;94;99;99;100;100,0.71,0.1,0.11,0.05,0.03
fritadeiras elétricas Philips Philco Walita,br,air_fryers,68,17,1,produto e categoria,exploracao de categoria,air fryer,philco,,1,24;31;44;37;32;32;60;100;100;33;34;34,0.37,0.2,0.16,0.24,0.03
Kenwood Cooking Chefs,br,air_fryers,1281,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,26;33;33;31;63;64;60;92;100;93;80;81,0.48,0.12,0.2,0.15,0.05
Portable Blenders,br,air_fryers,48,16,0,produto e categoria,escolha,sem categoria,,,0,12;20;23;25;63;72;57;100;70;18;19;20,0.34,0.28,0.2,0.11,0.07
Fritadeiras Labravia,br,air_fryers,1091,20,1,produto e categoria,exploracao de categoria,air fryer,,,0,56;59;55;41;97;100;100;88;88;89;91;92,0.6,0.16,0.09,0.15,0
Brownies na Air Fryer,br,air_fryers,3938,16,1,produto e categoria,exploracao de categoria,air fryer,,,0,82;91;93;95;96;100;100;81;82;82;82;81,0.68,0.1,0.02,0.03,0.17
Ninja Grill,br,air_fryers,1465,23,0,produto e categoria,exploracao de categoria,sem categoria,,,0,36;43;44;39;69;70;69;79;97;100;100;97,0.51,0.15,0.16,0.1,0.08
Pão na Airfryer,br,air_fryers,11811,52,1,produto e categoria,exploracao de categoria,air fryer,,,0,55;61;64;73;80;82;82;93;100;100;100;100,0.8,0.1,0.05,0.03,0.02
Fritadeiras elétricas com cuba,br,air_fryers,190,16,1,produto e categoria,exploracao de categoria,air fryer,,,0,35;41;44;35;100;90;48;80;58;52;46;57,0.46,0.33,0.07,0.04,0.1
Equipamentos para batata frita,br,air_fryers,2233,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,48;57;48;62;98;97;100;86;80;80;80;80,0.63,0.24,0.06,0.05,0.02
Hotpoint Appliances,br,air_fryers,1338,17,0,produto e categoria,descoberta,sem categoria,,,0,75;80;81;92;100;94;94;91;92;93;93;95,0.32,0.12,0.25,0.31,0
Amazon Freezers,br,air_fryers,178,15,1,produto e categoria,descoberta,freezer,,,0,10;15;19;25;25;26;28;15;24;100;15;16,0.3,0.21,0.21,0.25,0.03
Blender and Mixer Appliances,br,air_fryers,1212,15,0,produto e categoria,escolha,sem categoria,,,0,34;38;47;50;100;99;96;76;70;69;69;75,0.46,0.33,0.12,0.04,0.05
Dryers and Hair Dryers,br,air_fryers,2578,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,50;61;59;57;76;77;78;100;84;83;83;83,0.51,0.32,0.1,0.02,0.05
Milanesa e parmegiana na air fryer,br,air_fryers,2167,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,82;89;89;86;97;99;100;98;99;100;99;99,0.7,0.05,0.08,0.05,0.12
Vulcan Broilers & Kitchen Equipment,br,air_fryers,134,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,81;87;90;88;88;90;91;97;100;94;94;94,0.43,0.32,0.04,0.18,0.03
hand dryers,br,air_fryers,59,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,42;46;46;69;66;98;100;64;68;41;42;41,0.44,0.27,0.14,0.05,0.1
Airfryer: carnes e receitas,br,air_fryers,31143,94,1,uso e receita,posse,air fryer,,,0,31;33;36;46;61;62;62;100;93;93;93;93,0.74,0.11,0.02,0.05,0.08
Fritadeiras Lenoxx,br,air_fryers,134,15,1,produto e categoria,descoberta,air fryer,,,0,79;95;99;87;77;100;95;85;83;78;81;79,0.28,0.22,0.09,0.34,0.07
Pans and Cookware,br,air_fryers,4660,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;15;16;15;98;100;100;84;85;85;84;84,0.42,0.16,0.18,0.22,0.02
Slow Juicer e Air Fryer no Brasil,br,air_fryers,582,15,1,produto e categoria,exploracao de categoria,air fryer,,,0,52;47;50;62;46;50;58;50;89;100;60;72,0.58,0.3,0.06,0.04,0.02
Home Grill & BBQ,br,air_fryers,70,15,0,produto e categoria,descoberta,sem categoria,,,0,44;45;50;96;100;97;71;77;80;48;49;49,0.35,0.22,0.08,0.3,0.05
Fritadeiras para Salgados,br,air_fryers,1847,24,1,produto e categoria,escolha,air fryer,,,0,40;47;32;72;97;99;100;78;69;69;83;82,0.48,0.38,0.07,0.02,0.05
Lasanha na Airfryer,br,air_fryers,9800,47,1,produto e categoria,exploracao de categoria,air fryer,,,0,29;37;37;57;68;70;70;91;100;100;100;100,0.73,0.1,0.02,0.03,0.12
Forno elétrico e fryer Oster,br,air_fryers,6112,34,1,produto e categoria,escolha,coccao,oster,,1,90;98;100;47;72;73;73;53;62;62;62;62,0.35,0.31,0.24,0.02,0.08
Linguiça na Airfryer,br,air_fryers,46995,126,1,produto e categoria,exploracao de categoria,air fryer,,,0,50;52;57;63;75;76;76;99;100;100;100;100,0.78,0.05,0.02,0.05,0.1
Fritadeiras Air Itatiaia,br,air_fryers,1092,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,20;33;35;31;98;96;100;24;35;46;34;35,0.42,0.29,0.04,0.2,0.05
Fritadeiras Mondial,br,air_fryers,60802,83,1,produto e categoria,escolha,air fryer,mondial,,1,56;58;60;63;86;86;86;100;99;99;99;99,0.33,0.27,0.22,0.16,0.02
Air Compressor Dryers,br,air_fryers,567,16,0,peca e filtro,posse,sem categoria,,,0,57;63;64;64;99;100;100;79;79;79;79;79,0.6,0.23,0.11,0.03,0.03
AirFree Purifiers,br,air_fryers,1893,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,71;79;79;79;76;79;80;99;99;99;100;100,0.62,0.23,0.08,0.05,0.02
Frango empanado na airfryer,br,air_fryers,12249,34,1,produto e categoria,exploracao de categoria,air fryer,,,0,75;82;85;78;89;90;91;99;100;100;100;100,0.71,0.05,0.02,0.05,0.17
AirFly Devices,br,air_fryers,376,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,33;38;38;39;100;100;99;24;22;26;27;23,0.6,0.2,0.08,0.1,0.02
Fritadeiras Britânia,br,air_fryers,15203,54,1,produto e categoria,exploracao de categoria,air fryer,britania,,1,100;100;45;48;51;51;51;57;57;57;57;57,0.51,0.22,0.16,0.11,0
Tapetes de Silicone para Air Fryer,br,air_fryers,901,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,25;11;12;71;85;85;100;83;85;100;98;100,0.52,0.24,0.17,0.05,0.02
Batata Doce na Airfryer,br,air_fryers,5562,22,1,produto e categoria,exploracao de categoria,air fryer,,,0,90;98;100;48;44;45;45;51;60;60;60;59,0.79,0.05,0,0.04,0.12
Inhame Chips e Frito na Airfryer,br,air_fryers,472,20,1,produto e categoria,exploracao de categoria,air fryer,,,0,57;59;60;58;58;59;59;100;55;56;56;56,0.73,0.02,0,0.03,0.22
Fritadeiras elétricas de 3 litros,br,air_fryers,1280,26,1,especificacao de produto,escolha,air fryer,,,0,83;96;100;98;62;64;65;70;71;72;73;73,0.42,0.41,0.09,0.03,0.05
BBQ Grills,br,air_fryers,6147,19,0,produto e categoria,escolha,sem categoria,,,0,64;74;75;38;98;100;100;96;89;89;91;90,0.43,0.31,0.14,0.09,0.03
Fritadeiras Oster no Brasil,br,air_fryers,18116,61,1,produto e categoria,exploracao de categoria,air fryer,oster,,1,96;98;100;48;52;52;52;53;51;51;51;51,0.44,0.19,0.2,0.15,0.02
Fritadeiras Nell,br,air_fryers,1045,18,1,produto e categoria,exploracao de categoria,air fryer,,,0,90;98;100;46;52;53;53;67;54;54;62;62,0.36,0.33,0.07,0.19,0.05
Air Filters & Purifiers,br,air_fryers,3160,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;36;36;45;76;77;77;100;84;74;75;74,0.49,0.36,0.09,0.04,0.02
Fritadeiras a gás comerciais,br,air_fryers,2383,22,1,produto e categoria,escolha,air fryer,,,0,48;68;78;76;82;87;89;100;96;96;96;96,0.42,0.4,0.12,0.01,0.05
Fornos Elétricos Giratórios,br,air_fryers,839,18,1,produto e categoria,exploracao de categoria,coccao,,,0,65;71;73;71;71;76;76;80;100;98;76;75,0.66,0.11,0.1,0.11,0.02
Infrared IR Blaster Essentials,br,air_fryers,1534,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,19;22;60;47;46;49;47;66;68;100;70;77,0.78,0.13,0.02,0.07,0
Clothes Ironing & Ironing Appliances,br,air_fryers,1647,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,54;60;53;75;85;86;86;100;74;75;74;74,0.59,0.23,0.14,0.02,0.02
Traeger Grills,br,air_fryers,104,16,0,produto e categoria,descoberta,sem categoria,,,0,29;36;39;73;72;94;100;41;44;51;47;41,0.25,0.14,0.19,0.39,0.03
Dyson Home Air Devices,br,air_fryers,141,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,42;45;50;51;71;69;67;100;100;50;50;50,0.5,0.17,0.2,0.12,0.01
Fritadeiras Marchesoni,br,air_fryers,109,16,1,produto e categoria,descoberta,air fryer,,,0,38;41;43;100;93;44;40;40;40;37;37;37,0.33,0.17,0.16,0.31,0.03
BSH Home Appliances,br,air_fryers,822,16,0,produto e categoria,descoberta,sem categoria,,,0,23;63;67;56;75;56;48;100;76;64;64;87,0.33,0.09,0.05,0.53,0
Fritadeiras elétricas com óleo,br,air_fryers,26639,54,1,produto e categoria,exploracao de categoria,air fryer,,,0,23;26;56;76;100;100;100;92;92;92;92;92,0.56,0.27,0.13,0.02,0.02
Mini Fridges & Compact Refrigerators,br,air_fryers,587,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,51;86;100;84;77;81;81;75;74;83;81;88,0.56,0.21,0.17,0.05,0.01
Batata Palha na Airfryer,br,air_fryers,851,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,71;86;88;84;84;89;91;92;95;95;100;98,0.7,0.08,0.1,0.05,0.07
Coxinha e salgados congelados no air fryer,br,air_fryers,17224,79,1,produto e categoria,exploracao de categoria,air fryer,,,0,91;95;91;95;97;98;98;99;100;100;100;100,0.77,0.05,0.08,0.02,0.08
Fusíveis Térmicos para Air Fryer,br,air_fryers,2268,24,1,produto e categoria,exploracao de categoria,air fryer,,,0,40;43;29;53;64;65;65;93;99;100;100;100,0.6,0.2,0.09,0.05,0.06
Popcorn Machines & Makers,br,air_fryers,201,18,0,produto e categoria,escolha,sem categoria,,,0,46;74;80;79;78;89;100;60;61;66;66;66,0.46,0.24,0.22,0.01,0.07
Air Bike Home Gym,br,air_fryers,2213,16,0,produto e categoria,escolha,sem categoria,,,0,37;37;37;37;98;99;99;99;100;100;100;100,0.38,0.47,0.07,0.03,0.05
Fritadeiras Tramontina,br,air_fryers,163,17,1,produto e categoria,exploracao de categoria,air fryer,tramontina,,1,6;23;27;21;23;22;23;100;94;8;7;9,0.43,0.24,0.1,0.2,0.03
Panelas de Fritura,br,air_fryers,1969,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,47;55;54;55;98;100;100;41;62;62;60;60,0.5,0.3,0.08,0.04,0.08
Fritadeiras Oster 4-6L com visor,br,air_fryers,716,17,1,produto e categoria,exploracao de categoria,air fryer,oster,,1,51;64;64;59;48;52;58;97;86;100;46;54,0.63,0.1,0.09,0.13,0.05
Kitchen Mixers & Blenders,br,air_fryers,663,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,54;70;76;74;73;77;82;79;81;70;100;94,0.46,0.22,0.19,0.06,0.07
Rice Cooking & Rice Cookers,br,air_fryers,874,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,33;43;43;46;100;100;99;78;66;62;62;62,0.71,0.17,0.05,0.03,0.04
Charcoal Grills & BBQs,br,air_fryers,199,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,39;68;81;71;78;100;53;78;72;68;67;74,0.52,0.23,0.13,0.05,0.07
Air Audio Devices,br,air_fryers,908,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;36;28;71;96;100;94;61;94;98;96;100,0.54,0.29,0.11,0.04,0.02
Fritadeiras Cadence,br,air_fryers,4678,30,1,produto e categoria,exploracao de categoria,air fryer,,,0,56;75;78;80;97;100;100;88;88;88;91;93,0.48,0.15,0.19,0.16,0.02
Mini Fans,br,air_fryers,841,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,42;49;51;56;70;80;72;100;94;88;88;84,0.54,0.29,0.06,0.09,0.02
Chest Freezers & Freezer Appliances,br,air_fryers,188,16,1,produto e categoria,exploracao de categoria,freezer,,,0,14;29;34;30;32;38;53;100;71;31;29;29,0.45,0.28,0.16,0.04,0.07
Potato Chips,br,air_fryers,2040,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;37;38;66;98;99;99;76;100;100;96;96,0.52,0.15,0.23,0.08,0.02
Recipes and Dinner Ideas,br,air_fryers,36514,49,0,produto e categoria,exploracao de categoria,sem categoria,,,0,20;33;35;26;54;54;54;100;94;94;94;94,0.69,0.12,0.08,0.06,0.05
Pernil de porco na airfryer,br,air_fryers,1945,20,1,produto e categoria,exploracao de categoria,air fryer,,,0,70;77;77;41;39;41;41;83;100;100;100;100,0.8,0.05,0.02,0.05,0.08
KitchenAid Pro 600 mixers,br,air_fryers,421,15,0,produto e categoria,escolha,sem categoria,,,0,23;50;62;54;74;100;97;91;56;61;58;93,0.45,0.4,0.05,0.09,0.01
Fritadeiras Gaabor,br,air_fryers,11171,27,1,produto e categoria,exploracao de categoria,air fryer,,,0,18;24;25;29;53;55;55;100;99;99;99;99,0.41,0.19,0.17,0.18,0.05
Fritadeiras MetalCubas,br,air_fryers,494,15,1,produto e categoria,descoberta,air fryer,,,0,79;97;99;95;89;94;96;98;100;100;100;100,0.23,0.17,0.11,0.48,0.01
Bolinho de carne na airfryer,br,air_fryers,1298,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,90;100;99;98;95;98;97;54;55;55;58;57,0.74,0.1,0,0.04,0.12
Utensílios de fritura,br,air_fryers,2272,23,0,produto e categoria,exploracao de categoria,sem categoria,,,0,77;87;89;56;97;100;100;52;47;47;46;45,0.52,0.2,0.22,0.05,0.01
Ice Makers,br,air_fryers,1231,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,82;91;92;67;67;73;73;68;97;98;100;100,0.5,0.36,0.08,0.04,0.02
Smart Electronics,br,air_fryers,2004,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,19;30;31;36;36;27;27;100;81;69;59;60,0.48,0.4,0.01,0.03,0.08
Chicken Wings,br,air_fryers,652,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,61;63;63;62;60;60;60;100;82;82;82;82,0.55,0.12,0.2,0.05,0.08
Kamado Grills & Barbecues,br,air_fryers,596,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,31;32;63;65;71;71;70;100;91;91;91;91,0.49,0.38,0.04,0.01,0.08
Kuvings Juicers,br,air_fryers,106,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;34;35;35;34;34;34;100;37;37;37;37,0.37,0.23,0.16,0.21,0.03
Fritadeiras Elgin,br,air_fryers,12136,46,1,produto e categoria,exploracao de categoria,air fryer,elgin,,1,18;22;23;74;85;86;86;100;56;56;56;56,0.52,0.17,0.17,0.12,0.02
Supercool Tech,br,air_fryers,988,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,74;88;100;67;84;73;68;68;93;91;78;79,0.5,0.1,0.14,0.22,0.04
Top Tech,br,air_fryers,858,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,39;63;69;61;62;60;60;86;71;83;82;100,0.54,0.33,0.08,0.04,0.01
Dyson Supersonic Hair Dryer,br,air_fryers,388,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,18;18;20;52;53;54;53;46;100;97;97;97,0.55,0.15,0.23,0.05,0.02
Fritadeiras Croydon,br,air_fryers,334,19,1,produto e categoria,exploracao de categoria,air fryer,,,0,54;99;100;99;60;63;64;61;62;63;60;59,0.42,0.17,0.16,0.18,0.07
Receitas de cenoura na airfryer,br,air_fryers,681,15,1,uso e receita,posse,air fryer,,,0,98;99;100;96;96;97;97;94;90;92;91;92,0.63,0.1,0.1,0.05,0.12
Pressure Cooker Essentials,br,air_fryers,2773,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,38;47;48;48;99;100;100;81;90;90;89;88,0.57,0.18,0.13,0.04,0.08
Induction Cooktops & Stoves,br,air_fryers,1861,21,1,produto e categoria,exploracao de categoria,coccao,,,0,19;27;30;33;83;84;85;100;93;93;92;93,0.54,0.28,0.1,0.04,0.04
Airbuds and Wireless Earbuds,br,air_fryers,9204,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,14;18;20;82;74;72;71;94;100;100;94;94,0.55,0.23,0.12,0.05,0.05
Forno Oster 42L e Air Fryer,br,air_fryers,163,18,1,produto e categoria,exploracao de categoria,coccao,oster,,1,17;91;100;69;23;24;23;23;72;82;22;23,0.61,0.12,0.14,0.13,0
Forno Multifuncional com Micro-ondas,br,air_fryers,10156,18,1,produto e categoria,exploracao de categoria,micro-ondas,,,0,7;17;21;96;96;97;97;100;100;100;100;100,0.5,0.29,0.1,0.05,0.06
Acessórios para fritadeiras,br,air_fryers,209,17,1,produto e categoria,exploracao de categoria,air fryer,,,0,42;99;100;74;77;90;99;71;63;59;60;56,0.48,0.3,0.14,0.01,0.07
Dayhome: Homeware & Food Service,br,air_fryers,175,15,0,produto e categoria,descoberta,sem categoria,,,0,45;70;77;100;100;59;50;55;62;62;63;74,0.38,0.18,0.08,0.33,0.03
Micro-ondas Oster,br,air_fryers,980,16,1,produto e categoria,descoberta,micro-ondas,oster,,1,19;22;22;21;21;49;34;22;22;46;95;100,0.31,0.1,0.15,0.41,0.03
Zojirushi Rice Cookers,br,air_fryers,65,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,32;32;37;42;100;40;40;36;35;38;49;70,0.42,0.18,0.25,0.12,0.03
Frigideiras Grill,br,air_fryers,2660,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,47;57;57;47;81;82;82;87;98;100;98;98,0.53,0.26,0.1,0.09,0.02
Maytag Home Appliances,br,air_fryers,297,15,0,produto e categoria,descoberta,sem categoria,,,0,43;71;99;89;100;95;94;77;66;67;87;88,0.4,0.11,0.1,0.36,0.03
Hot Hair Rollers,br,air_fryers,242,22,0,produto e categoria,escolha,sem categoria,,,0,55;65;67;72;70;74;74;100;85;64;65;64,0.47,0.25,0.21,0.06,0.01
Micro-ondas na Fast Shop,br,air_fryers,769,16,1,produto e categoria,exploracao de categoria,micro-ondas,,,0,38;55;59;54;72;71;89;100;82;65;65;67,0.42,0.1,0.2,0.23,0.05
Fritadeiras Rosa,br,air_fryers,967,15,1,produto e categoria,exploracao de categoria,air fryer,,,0,63;87;89;73;73;77;81;100;93;86;75;74,0.54,0.2,0.12,0.11,0.03
Fritadeiras elétricas Metvisa,br,air_fryers,98,15,1,produto e categoria,descoberta,air fryer,,,0,12;77;98;53;68;100;14;20;18;21;19;18,0.32,0.11,0.16,0.41,0
Fritadeiras Elétricas 4 Litros em Promoção,br,air_fryers,555,16,1,especificacao de produto,escolha,air fryer,,,0,60;77;89;73;46;48;50;100;79;79;49;59,0.15,0.51,0.19,0.13,0.02
Salmão na Airfryer,br,air_fryers,3028,20,1,produto e categoria,exploracao de categoria,air fryer,,,0,88;100;54;55;54;57;58;68;84;84;85;84,0.75,0.02,0.08,0.03,0.12
Dyson Hair Straighteners,br,air_fryers,287,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,49;73;75;72;74;54;77;85;100;98;85;85,0.56,0.15,0.1,0.18,0.01
Fritadeiras Elétricas Electrolux,br,air_fryers,24386,72,1,produto e categoria,exploracao de categoria,air fryer,electrolux,electrolux,1,50;51;55;58;71;71;71;100;73;75;75;75,0.46,0.14,0.24,0.13,0.03
Eletroportáteis de Cozinha,br,air_fryers,5956,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,23;26;26;26;90;91;91;99;100;100;100;100,0.5,0.34,0.1,0.04,0.02
Immersion Blenders,br,air_fryers,1096,19,0,produto e categoria,escolha,sem categoria,,,0,81;89;100;54;91;92;91;61;88;89;90;93,0.37,0.37,0.17,0.04,0.05
